* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -38,3 dBFS, measurement signal peak level -25,9 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 16:58:11
* REW Settings:
14069.285156 67.033 -112.5000
14171.237305 68.009 71.3594
14273.927734 67.994 -15.8750
14377.362305 65.858 160.6562
14481.546875 63.751 -153.1875
14586.486328 63.863 -110.2031
14692.185547 65.472 5.3750
14798.651367 66.783 50.5625
14905.888672 67.204 35.6406
15013.902344 67.021 22.2969
15122.700195 66.664 -34.8750
15232.285156 67.260 -119.8125
15342.664062 68.713 136.1094
15453.843750 68.408 151.3438
15565.829102 66.765 -90.4531
15678.625000 65.194 12.9531
15792.239258 64.074 72.2969
15906.675781 63.952 -176.3906
16021.942383 65.012 23.5312
16138.043945 65.110 -116.5938
16254.986328 64.415 72.3125
16372.777344 63.910 -114.1250
16491.421875 63.113 -25.4375
16610.923828 62.564 -16.4375
16731.294922 62.805 46.8281
16852.535156 63.507 111.4375
16974.656250 64.902 81.6250
17097.662109 66.879 -40.6562
17221.558594 67.689 -167.1719
17346.353516 67.902 145.0312
17472.052734 67.567 -144.1250
17598.662109 66.351 -70.7812
17726.189453 66.474 -83.8750
17854.640625 68.159 -151.6719
17984.021484 69.785 132.5469
18114.341797 70.995 67.4844
18245.605469 70.990 83.5469
18377.820312 71.294 131.7812
18510.994141 70.932 138.0312
18645.132812 69.655 99.8125
18780.242188 69.050 46.3281
18916.332031 68.542 -38.9219
19053.408203 67.139 173.3125
19191.476562 65.785 0.0938
19330.546875 64.720 78.9219
19470.623047 64.394 32.9375
19611.714844 64.491 70.1875
19753.830078 63.862 151.5469
19896.974609 62.297 -19.2031
