* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -38,1 dBFS, measurement signal peak level -25,6 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:18:52
* REW Settings:
14171.237305 64.407 -0.0547
14273.927734 65.069 -170.6719
14377.362305 65.660 -179.8203
14481.546875 65.642 -117.1484
14586.486328 65.577 154.7734
14692.185547 65.209 -126.6250
14798.651367 65.691 -149.7656
14905.888672 67.315 -61.2578
15013.902344 67.764 -139.8594
15122.700195 66.978 119.7422
15232.285156 65.561 -126.7734
15342.664062 64.954 -93.0859
15453.843750 65.850 -71.3516
15565.829102 66.758 -24.9766
15678.625000 66.168 147.6328
15792.239258 64.317 121.2109
15906.675781 62.359 175.2656
16021.942383 61.571 177.7656
16138.043945 62.143 178.6484
16254.986328 62.703 175.6641
16372.777344 62.130 -145.6875
16491.421875 61.116 -93.1016
16610.923828 60.283 -121.6953
16731.294922 60.156 151.0312
16852.535156 61.894 57.4375
16974.656250 63.838 -51.3516
17097.662109 64.975 -104.4453
17221.558594 65.318 -121.0391
17346.353516 64.319 22.6172
17472.052734 63.390 -57.9375
17598.662109 64.108 -96.4531
17726.189453 65.658 -11.6719
17854.640625 67.803 82.0000
17984.021484 69.024 159.8281
18114.341797 68.600 -54.9141
18245.605469 67.301 -7.5156
18377.820312 66.539 -135.7031
18510.994141 67.548 97.7188
18645.132812 68.988 143.8516
18780.242188 69.380 46.0625
18916.332031 68.224 11.9062
19053.408203 66.777 -94.7500
19191.476562 66.214 130.2344
19330.546875 65.936 9.0625
19470.623047 64.833 -135.9141
19611.714844 64.086 -37.9688
19753.830078 63.537 46.4062
19896.974609 62.202 -122.4609
