* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -37,1 dBFS, measurement signal peak level -26,4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:18:17
* REW Settings:
13968.067383 66.114 102.2969
14069.285156 66.821 -43.0625
14171.237305 66.350 144.0078
14273.927734 65.489 -144.5000
14377.362305 65.577 -66.1719
14481.546875 66.295 -158.0859
14586.486328 66.035 -132.8906
14692.185547 65.484 75.0156
14798.651367 66.424 -38.8125
14905.888672 69.170 165.9922
15013.902344 71.203 168.8047
15122.700195 71.882 -142.3359
15232.285156 71.000 -156.6797
15342.664062 68.283 164.4531
15453.843750 66.639 -84.2188
15565.829102 66.320 -127.9688
15678.625000 64.808 -171.4766
15792.239258 63.830 33.3672
15906.675781 63.230 -166.3203
16021.942383 62.254 -48.5312
16138.043945 62.096 88.5312
16254.986328 62.306 -143.0391
16372.777344 61.506 -92.7422
16491.421875 61.277 -57.2500
16610.923828 63.090 37.7578
16731.294922 63.898 -148.1250
16852.535156 63.454 3.0938
16974.656250 64.431 152.6953
17097.662109 66.691 39.9531
17221.558594 67.669 -9.1094
17346.353516 67.163 -36.7734
17472.052734 66.577 -81.8750
17598.662109 66.649 111.1719
17726.189453 66.291 10.2578
17854.640625 66.748 90.2266
17984.021484 67.881 -17.5859
18114.341797 68.777 43.1719
18245.605469 68.615 177.1875
18377.820312 69.751 -74.4453
18510.994141 70.925 52.3125
18645.132812 70.266 -132.7500
18780.242188 68.116 -68.8125
18916.332031 66.338 66.5703
19053.408203 66.579 147.4375
19191.476562 67.347 69.6953
19330.546875 67.275 59.2344
19470.623047 65.811 34.4453
19611.714844 63.990 132.1641
19753.830078 63.067 29.5391
19896.974609 64.380 26.2812
